Error 1 | Link is down. | 1970-01-01 00:04:42
Error 4 | Link failure. | 1970-01-01 00:04:42
Error 1 | Link is down. | 1970-01-01 00:04:43
Error 4 | Link failure. | 1970-01-01 00:04:43
Error 1 | Link is down. | 1970-01-01 00:04:43
Error 4 | Link failure. | 1970-01-01 00:04:43
Error 1 | Link is down. | 1970-01-01 00:04:43
Error 4 | Link failure. | 1970-01-01 00:04:43
Error 1 | Link is down. | 1970-01-01 00:04:43
Error 4 | Link failure. | 1970-01-01 00:04:43
Error 1 | Link is down. | 1970-01-01 00:04:44
Error 4 | Link failure. | 1970-01-01 00:04:44
Error 1 | Link is down. | 1970-01-01 00:04:44
Error 4 | Link failure. | 1970-01-01 00:04:44
Error 1 | Link is down. | 1970-01-01 00:04:44
Error 4 | Link failure. | 1970-01-01 00:04:44
Error 1 | Link is down. | 1970-01-01 00:04:44
Error 4 | Link failure. | 1970-01-01 00:04:44
Error 1 | Link is down. | 1970-01-01 00:04:45
Error 4 | Link failure. | 1970-01-01 00:04:45
Error 1 | Link is down. | 1970-01-01 00:04:45
Error 4 | Link failure. | 1970-01-01 00:04:45
Error 1 | Link is down. | 1970-01-01 00:04:45
Error 4 | Link failure. | 1970-01-01 00:04:45
Error 1 | Link is down. | 1970-01-01 00:04:45
Error 4 | Link failure. | 1970-01-01 00:04:45
Error 1 | Link is down. | 1970-01-01 00:04:46
Error 4 | Link failure. | 1970-01-01 00:04:46
Error 1 | Link is down. | 1970-01-01 00:04:46
Error 4 | Link failure. | 1970-01-01 00:04:46
Error 1 | Link is down. | 1970-01-01 00:04:46
Error 4 | Link failure. | 1970-01-01 00:04:46
Error 1 | Link is down. | 1970-01-01 00:04:46
Error 4 | Link failure. | 1970-01-01 00:04:46
Error 1 | Link is down. | 1970-01-01 00:04:47
Error 4 | Link failure. | 1970-01-01 00:04:47
Error 1 | Link is down. | 1970-01-01 00:04:47
Error 4 | Link failure. | 1970-01-01 00:04:47
Error 1 | Link is down. | 1970-01-01 00:04:47
Error 4 | Link failure. | 1970-01-01 00:04:47
Error 1 | Link is down. | 1970-01-01 00:04:47
Error 4 | Link failure. | 1970-01-01 00:04:47
Error 1 | Link is down. | 1970-01-01 00:04:48
Error 4 | Link failure. | 1970-01-01 00:04:48
Error 1 | Link is down. | 1970-01-01 00:04:48
Error 4 | Link failure. | 1970-01-01 00:04:48
Error 1 | Link is down. | 1970-01-01 00:04:48
Error 4 | Link failure. | 1970-01-01 00:04:48
Error 1 | Link is down. | 1970-01-01 00:04:48
Error 4 | Link failure. | 1970-01-01 00:04:48
Error 1 | Link is down. | 1970-01-01 00:04:49
Error 4 | Link failure. | 1970-01-01 00:04:49
Error 1 | Link is down. | 1970-01-01 00:04:49
Error 4 | Link failure. | 1970-01-01 00:04:49
Error 1 | Link is down. | 1970-01-01 00:04:49
Error 4 | Link failure. | 1970-01-01 00:04:49
Error 1 | Link is down. | 1970-01-01 00:04:49
Error 4 | Link failure. | 1970-01-01 00:04:49
Error 1 | Link is down. | 1970-01-01 00:04:50
Error 4 | Link failure. | 1970-01-01 00:04:50
Error 1 | Link is down. | 1970-01-01 00:04:50
Error 4 | Link failure. | 1970-01-01 00:04:50
Error 1 | Link is down. | 1970-01-01 00:04:50
Error 4 | Link failure. | 1970-01-01 00:04:50
Error 1 | Link is down. | 1970-01-01 00:04:50
Error 4 | Link failure. | 1970-01-01 00:04:50
Error 1 | Link is down. | 1970-01-01 00:04:51
Error 4 | Link failure. | 1970-01-01 00:04:51
Error 1 | Link is down. | 1970-01-01 00:04:51
Error 4 | Link failure. | 1970-01-01 00:04:51
Error 1 | Link is down. | 1970-01-01 00:04:51
Error 4 | Link failure. | 1970-01-01 00:04:51
Error 1 | Link is down. | 1970-01-01 00:04:51
Error 4 | Link failure. | 1970-01-01 00:04:51
Error 1 | Link is down. | 1970-01-01 00:04:52
Error 4 | Link failure. | 1970-01-01 00:04:52
Error 1 | Link is down. | 1970-01-01 00:04:52
Error 4 | Link failure. | 1970-01-01 00:04:52
Error 1 | Link is down. | 1970-01-01 00:04:52
Error 4 | Link failure. | 1970-01-01 00:04:52
Error 1 | Link is down. | 1970-01-01 00:04:52
Error 4 | Link failure. | 1970-01-01 00:04:52
Error 1 | Link is down. | 1970-01-01 00:04:53
Error 4 | Link failure. | 1970-01-01 00:04:53
Error 1 | Link is down. | 1970-01-01 00:04:53
Error 4 | Link failure. | 1970-01-01 00:04:53
Error 1 | Link is down. | 1970-01-01 00:04:53
Error 4 | Link failure. | 1970-01-01 00:04:53
Error 1 | Link is down. | 1970-01-01 00:04:53
Error 4 | Link failure. | 1970-01-01 00:04:53
Error 1 | Link is down. | 1970-01-01 00:04:54
Error 4 | Link failure. | 1970-01-01 00:04:54
Error 1 | Link is down. | 1970-01-01 00:04:54
Error 4 | Link failure. | 1970-01-01 00:04:54
Error 1 | Link is down. | 1970-01-01 00:04:54
Error 4 | Link failure. | 1970-01-01 00:04:54
Error 1 | Link is down. | 1970-01-01 00:04:54
Error 4 | Link failure. | 1970-01-01 00:04:54
Error 1 | Link is down. | 1970-01-01 00:04:55
Error 4 | Link failure. | 1970-01-01 00:04:55
Error 1 | Link is down. | 1970-01-01 00:04:55
Error 4 | Link failure. | 1970-01-01 00:04:55
Error 1 | Link is down. | 1970-01-01 00:04:55
Error 4 | Link failure. | 1970-01-01 00:04:55
Error 1 | Link is down. | 1970-01-01 00:04:55
Error 4 | Link failure. | 1970-01-01 00:04:55
Error 1 | Link is down. | 1970-01-01 00:04:56
Error 4 | Link failure. | 1970-01-01 00:04:56
Error 1 | Link is down. | 1970-01-01 00:04:56
Error 4 | Link failure. | 1970-01-01 00:04:56
Error 1 | Link is down. | 1970-01-01 00:04:56
Error 4 | Link failure. | 1970-01-01 00:04:56
Error 1 | Link is down. | 1970-01-01 00:04:56
Error 4 | Link failure. | 1970-01-01 00:04:56
Error 1 | Link is down. | 1970-01-01 00:04:57
Error 4 | Link failure. | 1970-01-01 00:04:57
Error 1 | Link is down. | 1970-01-01 00:04:57
Error 4 | Link failure. | 1970-01-01 00:04:57
Error 1 | Link is down. | 1970-01-01 00:04:57
Error 4 | Link failure. | 1970-01-01 00:04:57
Error 1 | Link is down. | 1970-01-01 00:04:57
Error 4 | Link failure. | 1970-01-01 00:04:57
Error 1 | Link is down. | 1970-01-01 00:04:58
Error 4 | Link failure. | 1970-01-01 00:04:58
Error 1 | Link is down. | 1970-01-01 00:04:58
Error 4 | Link failure. | 1970-01-01 00:04:58
Error 1 | Link is down. | 1970-01-01 00:04:58
Error 4 | Link failure. | 1970-01-01 00:04:58
Error 1 | Link is down. | 1970-01-01 00:04:58
Error 4 | Link failure. | 1970-01-01 00:04:58
Error 1 | Link is down. | 1970-01-01 00:04:59
Error 4 | Link failure. | 1970-01-01 00:04:59
